Label,temperature,treatment,cage,survival,sex,individual,trait,Length,doubleCheck
FO_21_P_2_1_M_19_L_.tif,21,P,2,1,M,19,L,0.635,0
FO_21_P_2_1_M_19_W_.tif,21,P,2,1,M,19,W,1.771,0
FO_21_P_2_1_M_4_W_.tif,21,P,2,1,M,4,W,1.771,0
FO_21_P_2_1_F_1_T_.tif,21,P,2,1,F,1,T,0.941,0
FO_21_P_2_1_F_1_L_.tif,21,P,2,1,F,1,L,0.642,0
FO_21_P_2_1_F_1_L_.tif,21,P,2,1,F,1,L,0.607,0
FO_21_P_2_1_F_1_W_.tif,21,P,2,1,F,1,W,1.781,0
FO_21_P_2_1_F_2_T_.tif,21,P,2,1,F,2,T,0.953,0
FO_21_P_2_1_F_2_L_.tif,21,P,2,1,F,2,L,0.624,0
FO_21_P_2_1_F_2_L_.tif,21,P,2,1,F,2,L,0.587,0
FO_21_P_2_1_F_2_W_.tif,21,P,2,1,F,2,W,1.746,0
FO_21_P_2_1_F_3_T_.tif,21,P,2,1,F,3,T,1.078,0
FO_21_P_2_1_F_3_L_.tif,21,P,2,1,F,3,L,0.65,0
FO_21_P_2_1_F_3_L_.tif,21,P,2,1,F,3,L,0.69,0
FO_21_P_2_1_F_3_W_.tif,21,P,2,1,F,3,W,1.925,0
FO_21_P_2_1_M_4_T_.tif,21,P,2,1,M,4,T,0.938,0
FO_21_P_2_1_M_4_L_.tif,21,P,2,1,M,4,L,0.647,0
FO_21_P_2_1_M_4_L_.tif,21,P,2,1,M,4,L,0.686,0
FO_24_P_2_4_M_1_T_.tif,24,P,2,4,M,1,T,0.85,0
FO_18_P_3_1_N_11_T_.tif,18,P,3,1,N,11,T,0.955,0
FO_21_P_3_5_N_14_L_.tif,21,P,3,5,N,14,L,0.661,0
FO_21_P_3_5_N_14_L_.tif,21,P,3,5,N,14,L,0.637,0
FO_21_P_3_4_F_2_T_.tif,21,P,3,4,F,2,T,1.025,0
FO_21_P_3_4_F_2_L_.tif,21,P,3,4,F,2,L,0.659,0
FO_21_P_3_4_F_2_L_.tif,21,P,3,4,F,2,L,0.654,0
FO_21_P_3_4_F_2_W_.tif,21,P,3,4,F,2,W,1.868,0
FO_21_P_3_4_F_3_T_.tif,21,P,3,4,F,3,T,1.031,0
FO_21_P_3_4_F_3_L_.tif,21,P,3,4,F,3,L,0.658,0
FO_21_P_3_4_F_3_L_.tif,21,P,3,4,F,3,L,0.645,0
FO_21_P_3_4_F_3_W_.tif,21,P,3,4,F,3,W,1.902,0
FO_21_P_3_4_F_4_T_.tif,21,P,3,4,F,4,T,1.061,0
FO_21_P_3_4_F_4_L_.tif,21,P,3,4,F,4,L,0.688,0
FO_21_P_3_4_F_4_L_.tif,21,P,3,4,F,4,L,0.691,0
FO_21_P_3_4_F_4_W_.tif,21,P,3,4,F,4,W,1.902,0
FO_21_P_3_4_F_5_T_.tif,21,P,3,4,F,5,T,1.022,0
FO_21_P_3_4_F_5_L_.tif,21,P,3,4,F,5,L,0.686,0
FO_21_P_3_4_F_5_L_.tif,21,P,3,4,F,5,L,0.683,0
FO_21_P_3_4_F_5_W_.tif,21,P,3,4,F,5,W,1.917,0
FO_21_P_3_5_F_1_T_.tif,21,P,3,5,F,1,T,1.059,0
FO_21_P_3_5_F_1_W_.tif,21,P,3,5,F,1,W,1.879,0
FO_21_P_3_5_F_2_T_.tif,21,P,3,5,F,2,T,1.09,0
FO_21_P_3_5_F_2_L_.tif,21,P,3,5,F,2,L,0.7,0
FO_21_P_3_5_F_2_L_.tif,21,P,3,5,F,2,L,0.637,0
FO_21_P_3_5_F_3_T_.tif,21,P,3,5,F,3,T,0.983,0
FO_21_P_3_5_F_3_L_.tif,21,P,3,5,F,3,L,0.676,0
FO_21_P_3_5_F_3_L_.tif,21,P,3,5,F,3,L,0.665,0
FO_21_P_3_5_F_3_W_.tif,21,P,3,5,F,3,W,1.894,0
FO_21_P_3_5_M_4_T_.tif,21,P,3,5,M,4,T,0.905,0
FO_21_P_3_5_M_4_L_.tif,21,P,3,5,M,4,L,0.617,0
FO_21_P_3_5_M_4_L_.tif,21,P,3,5,M,4,L,0.608,0
FO_21_P_3_5_M_4_W_.tif,21,P,3,5,M,4,W,1.694,0
FO_21_P_3_5_M_5_T_.tif,21,P,3,5,M,5,T,0.911,0
FO_21_P_3_5_M_5_L_.tif,21,P,3,5,M,5,L,0.634,0
FO_21_P_3_5_M_5_L_.tif,21,P,3,5,M,5,L,0.656,0
FO_21_P_3_5_M_5_W_.tif,21,P,3,5,M,5,W,1.701,0
FO_21_P_3_5_F_6_T_.tif,21,P,3,5,F,6,T,1.022,0
FO_21_P_3_5_F_6_W_.tif,21,P,3,5,F,6,W,1.879,0
FO_21_P_3_5_F_7_T_.tif,21,P,3,5,F,7,T,0.943,0
FO_21_P_3_5_F_7_L_.tif,21,P,3,5,F,7,L,0.637,0
FO_21_P_3_5_F_7_L_.tif,21,P,3,5,F,7,L,0.621,0
FO_21_P_3_5_F_7_W_.tif,21,P,3,5,F,7,W,1.805,0
FO_21_P_3_5_M_8_T_.tif,21,P,3,5,M,8,T,0.919,0
FO_21_P_3_5_F_9_T_.tif,21,P,3,5,F,9,T,1.015,0
FO_21_P_3_5_F_9_L_.tif,21,P,3,5,F,9,L,0.644,0
FO_21_P_3_5_F_9_L_.tif,21,P,3,5,F,9,L,0.643,0
FO_21_P_3_5_F_9_W_.tif,21,P,3,5,F,9,W,1.784,0
FO_21_P_3_5_M_10_T_.tif,21,P,3,5,M,10,T,0.922,0
FO_21_P_3_5_M_10_L_.tif,21,P,3,5,M,10,L,0.656,0
FO_21_P_3_5_M_10_L_.tif,21,P,3,5,M,10,L,0.647,0
FO_21_P_3_5_M_10_W_.tif,21,P,3,5,M,10,W,1.691,0
FO_21_P_3_5_F_11_T_.tif,21,P,3,5,F,11,T,0.957,0
FO_21_P_3_5_F_11_W_.tif,21,P,3,5,F,11,W,1.776,0
FO_21_P_3_5_F_12_T_.tif,21,P,3,5,F,12,T,1.043,0
FO_21_P_3_5_F_12_L_.tif,21,P,3,5,F,12,L,0.674,0
FO_21_P_3_5_F_12_L_.tif,21,P,3,5,F,12,L,0.654,0
FO_21_P_3_5_F_12_W_.tif,21,P,3,5,F,12,W,1.858,0
FO_21_P_3_5_N_13_T_.tif,21,P,3,5,N,13,T,1.006,0
FO_21_P_3_5_N_14_T_.tif,21,P,3,5,N,14,T,1.033,0
FO_21_P_3_4_F_1_L_.tif,21,P,3,4,F,1,L,0.69,0
FO_21_P_3_4_F_1_L_.tif,21,P,3,4,F,1,L,0.679,0
FO_21_P_3_4_F_1_W_.tif,21,P,3,4,F,1,W,1.973,0
FO_21_P_3_2_F_4_T_.tif,21,P,3,2,F,4,T,1.059,0
FO_21_P_3_2_F_4_L_.tif,21,P,3,2,F,4,L,0.683,0
FO_21_P_3_2_F_4_L_.tif,21,P,3,2,F,4,L,0.712,0
FO_21_P_3_2_F_4_W_.tif,21,P,3,2,F,4,W,1.945,0
FO_21_P_3_2_F_5_T_.tif,21,P,3,2,F,5,T,1.059,0
FO_21_P_3_2_F_5_L_.tif,21,P,3,2,F,5,L,0.678,0
FO_21_P_3_2_F_5_L_.tif,21,P,3,2,F,5,L,0.654,0
FO_21_P_3_2_F_5_W_.tif,21,P,3,2,F,5,W,1.892,0
FO_21_P_3_2_F_6_T_.tif,21,P,3,2,F,6,T,1.019,0
FO_21_P_3_2_F_7_T_.tif,21,P,3,2,F,7,T,1.064,0
FO_21_P_3_2_F_7_L_.tif,21,P,3,2,F,7,L,0.675,0
FO_21_P_3_2_F_7_L_.tif,21,P,3,2,F,7,L,0.656,0
FO_21_P_3_2_F_7_W_.tif,21,P,3,2,F,7,W,1.883,0
FO_21_P_3_2_F_8_T_.tif,21,P,3,2,F,8,T,1.012,0
FO_21_P_3_2_F_8_L_.tif,21,P,3,2,F,8,L,0.687,0
FO_21_P_3_2_F_8_L_.tif,21,P,3,2,F,8,L,0.668,0
FO_21_P_3_2_F_8_W_.tif,21,P,3,2,F,8,W,1.915,0
FO_21_P_3_2_F_9_T_.tif,21,P,3,2,F,9,T,1.043,0
FO_21_P_3_2_F_9_L_.tif,21,P,3,2,F,9,L,0.699,0
FO_21_P_3_2_F_9_L_.tif,21,P,3,2,F,9,L,0.657,0
FO_21_P_3_2_F_9_W_.tif,21,P,3,2,F,9,W,1.959,0
FO_21_P_3_2_M_10_T_.tif,21,P,3,2,M,10,T,0.759,0
FO_21_P_3_2_M_10_L_.tif,21,P,3,2,M,10,L,0.573,0
FO_21_P_3_2_M_10_L_.tif,21,P,3,2,M,10,L,0.577,0
FO_21_P_3_2_M_10_W_.tif,21,P,3,2,M,10,W,1.492,0
FO_21_P_3_2_F_11_T_.tif,21,P,3,2,F,11,T,1.032,0
FO_21_P_3_2_F_11_L_.tif,21,P,3,2,F,11,L,0.69,0
FO_21_P_3_2_F_11_L_.tif,21,P,3,2,F,11,L,0.675,0
FO_21_P_3_2_F_12_T_.tif,21,P,3,2,F,12,T,1.01,0
FO_21_P_3_2_F_12_L_.tif,21,P,3,2,F,12,L,0.644,0
FO_21_P_3_2_F_12_L_.tif,21,P,3,2,F,12,L,0.642,0
FO_21_P_3_2_F_12_W_.tif,21,P,3,2,F,12,W,1.813,0
FO_21_P_3_2_F_13_T_.tif,21,P,3,2,F,13,T,0.998,0
FO_21_P_3_2_F_13_L_.tif,21,P,3,2,F,13,L,0.697,0
FO_21_P_3_2_F_13_L_.tif,21,P,3,2,F,13,L,0.678,0
FO_21_P_3_2_F_13_W_.tif,21,P,3,2,F,13,W,1.866,0
FO_21_P_3_2_F_14_T_.tif,21,P,3,2,F,14,T,0.994,0
FO_21_P_3_2_F_14_L_.tif,21,P,3,2,F,14,L,0.64,0
FO_21_P_3_2_F_14_L_.tif,21,P,3,2,F,14,L,0.65,0
FO_21_P_3_2_F_14_W_.tif,21,P,3,2,F,14,W,1.85,0
FO_21_P_3_3_M_1_T_.tif,21,P,3,3,M,1,T,0.971,0
FO_21_P_3_3_M_1_L_.tif,21,P,3,3,M,1,L,0.688,0
FO_21_P_3_3_M_1_L_.tif,21,P,3,3,M,1,L,0.633,0
FO_21_P_3_3_M_1_W_.tif,21,P,3,3,M,1,W,1.726,0
FO_21_P_3_3_M_2_T_.tif,21,P,3,3,M,2,T,0.929,0
FO_21_P_3_3_M_2_L_.tif,21,P,3,3,M,2,L,0.635,0
FO_21_P_3_3_M_2_L_.tif,21,P,3,3,M,2,L,0.636,0
FO_21_P_3_3_M_2_W_.tif,21,P,3,3,M,2,W,1.742,0
FO_21_P_3_3_F_3_T_.tif,21,P,3,3,F,3,T,1.126,0
FO_21_P_3_3_F_3_L_.tif,21,P,3,3,F,3,L,0.706,0
FO_21_P_3_3_F_3_L_.tif,21,P,3,3,F,3,L,0.687,0
FO_21_P_3_3_F_3_W_.tif,21,P,3,3,F,3,W,1.995,0
FO_21_P_3_1_M_17_L_.tif,21,P,3,1,M,17,L,0.64,0
FO_21_P_3_1_M_17_L_.tif,21,P,3,1,M,17,L,0.635,0
FO_21_P_3_1_M_17_W_.tif,21,P,3,1,M,17,W,1.686,0
FO_21_P_3_1_M_18_T_.tif,21,P,3,1,M,18,T,0.854,0
FO_21_P_3_1_M_18_L_.tif,21,P,3,1,M,18,L,0.615,0
FO_21_P_3_1_M_18_L_.tif,21,P,3,1,M,18,L,0.609,0
FO_21_P_3_1_F_19_T_.tif,21,P,3,1,F,19,T,1.005,0
FO_21_P_3_1_F_19_L_.tif,21,P,3,1,F,19,L,0.631,0
FO_21_P_3_1_F_19_L_.tif,21,P,3,1,F,19,L,0.613,0
FO_21_P_3_1_F_19_W_.tif,21,P,3,1,F,19,W,1.815,0
FO_21_P_3_1_F_20_T_.tif,21,P,3,1,F,20,T,1.046,0
FO_21_P_3_1_F_20_L_.tif,21,P,3,1,F,20,L,0.684,0
FO_21_P_3_1_F_20_L_.tif,21,P,3,1,F,20,L,0.669,0
FO_21_P_3_1_F_20_W_.tif,21,P,3,1,F,20,W,1.852,0
FO_21_P_3_1_M_21_T_.tif,21,P,3,1,M,21,T,0.901,0
FO_21_P_3_1_M_21_L_.tif,21,P,3,1,M,21,L,0.628,0
FO_21_P_3_1_M_21_L_.tif,21,P,3,1,M,21,L,0.609,0
FO_21_P_3_1_M_21_W_.tif,21,P,3,1,M,21,W,1.629,0
FO_21_P_3_1_M_22_T_.tif,21,P,3,1,M,22,T,0.938,0
FO_21_P_3_1_M_22_L_.tif,21,P,3,1,M,22,L,0.646,0
FO_21_P_3_1_M_22_L_.tif,21,P,3,1,M,22,L,0.615,0
FO_21_P_3_1_M_22_W_.tif,21,P,3,1,M,22,W,1.68,0
FO_21_P_3_1_F_23_T_.tif,21,P,3,1,F,23,T,0.957,0
FO_21_P_3_1_F_23_L_.tif,21,P,3,1,F,23,L,0.659,0
FO_21_P_3_1_F_23_L_.tif,21,P,3,1,F,23,L,0.615,0
FO_21_P_3_1_F_23_W_.tif,21,P,3,1,F,23,W,1.775,0
FO_21_P_3_1_M_24_T_.tif,21,P,3,1,M,24,T,0.957,0
FO_21_P_3_1_M_24_L_.tif,21,P,3,1,M,24,L,0.662,0
FO_21_P_3_1_M_24_L_.tif,21,P,3,1,M,24,L,0.65,0
FO_21_P_3_1_M_24_W_.tif,21,P,3,1,M,24,W,1.764,0
FO_21_P_3_1_F_25_T_.tif,21,P,3,1,F,25,T,1.082,0
FO_21_P_3_1_F_25_W_.tif,21,P,3,1,F,25,W,1.945,0
FO_21_P_3_1_F_26_T_.tif,21,P,3,1,F,26,T,1.074,0
FO_21_P_3_1_F_26_L_.tif,21,P,3,1,F,26,L,0.681,0
FO_21_P_3_1_F_26_L_.tif,21,P,3,1,F,26,L,0.655,0
FO_21_P_3_1_F_26_W_.tif,21,P,3,1,F,26,W,1.861,0
FO_21_P_3_1_F_27_T_.tif,21,P,3,1,F,27,T,0.984,0
FO_21_P_3_1_F_27_L_.tif,21,P,3,1,F,27,L,0.625,0
FO_21_P_3_1_F_27_L_.tif,21,P,3,1,F,27,L,0.592,0
FO_21_P_3_1_F_27_W_.tif,21,P,3,1,F,27,W,1.797,0
FO_21_P_3_1_M_28_T_.tif,21,P,3,1,M,28,T,0.951,0
FO_21_P_3_1_M_28_L_.tif,21,P,3,1,M,28,L,0.655,0
FO_21_P_3_1_M_28_L_.tif,21,P,3,1,M,28,L,0.638,0
FO_21_P_3_1_M_28_W_.tif,21,P,3,1,M,28,W,1.736,0
FO_21_P_3_1_M_29_T_.tif,21,P,3,1,M,29,T,0.897,0
FO_21_P_3_1_M_30_T_.tif,21,P,3,1,M,30,T,0.888,0
FO_21_P_3_1_M_30_L_.tif,21,P,3,1,M,30,L,0.644,0
FO_21_P_3_1_M_30_L_.tif,21,P,3,1,M,30,L,0.618,0
FO_21_P_3_1_M_30_W_.tif,21,P,3,1,M,30,W,1.676,0
FO_21_P_3_2_F_1_T_.tif,21,P,3,2,F,1,T,0.957,0
FO_21_P_3_2_F_2_T_.tif,21,P,3,2,F,2,T,1.053,0
FO_21_P_3_2_F_2_L_.tif,21,P,3,2,F,2,L,0.686,0
FO_21_P_3_2_F_2_L_.tif,21,P,3,2,F,2,L,0.653,0
FO_21_P_3_2_F_2_W_.tif,21,P,3,2,F,2,W,1.912,0
FO_21_P_3_2_F_3_T_.tif,21,P,3,2,F,3,T,1.063,0
FO_21_P_3_2_F_3_L_.tif,21,P,3,2,F,3,L,0.685,0
FO_21_P_3_2_F_3_L_.tif,21,P,3,2,F,3,L,0.683,0
FO_21_P_3_2_F_3_W_.tif,21,P,3,2,F,3,W,1.985,0
FO_21_P_3_1_M_16_W_.tif,21,P,3,1,M,16,W,1.714,0
FO_21_P_3_1_M_17_T_.tif,21,P,3,1,M,17,T,0.915,0
FO_21_P_3_1_F_1_T_.tif,21,P,3,1,F,1,T,1.103,0
FO_21_P_3_1_F_1_L_.tif,21,P,3,1,F,1,L,0.705,0
FO_21_P_3_1_F_1_L_.tif,21,P,3,1,F,1,L,0.701,0
FO_21_P_3_1_F_1_W_.tif,21,P,3,1,F,1,W,1.921,0
FO_21_P_3_1_M_2_T_.tif,21,P,3,1,M,2,T,0.76,0
FO_21_P_3_1_M_2_W_.tif,21,P,3,1,M,2,W,1.505,0
FO_21_P_3_1_F_3_T_.tif,21,P,3,1,F,3,T,1.008,0
FO_21_P_3_1_F_3_L_.tif,21,P,3,1,F,3,L,0.671,0
FO_21_P_3_1_F_3_L_.tif,21,P,3,1,F,3,L,0.652,0
FO_21_P_3_1_F_3_W_.tif,21,P,3,1,F,3,W,1.905,0
FO_21_P_3_1_F_4_T_.tif,21,P,3,1,F,4,T,1.08,0
FO_21_P_3_1_F_4_L_.tif,21,P,3,1,F,4,L,0.68,0
FO_21_P_3_1_F_4_L_.tif,21,P,3,1,F,4,L,0.663,0
FO_21_P_3_1_F_4_W_.tif,21,P,3,1,F,4,W,1.92,0
FO_21_P_3_1_F_5_T_.tif,21,P,3,1,F,5,T,0.956,0
FO_21_P_3_1_F_5_L_.tif,21,P,3,1,F,5,L,0.604,0
FO_21_P_3_1_F_5_L_.tif,21,P,3,1,F,5,L,0.611,0
FO_21_P_3_1_F_5_W_.tif,21,P,3,1,F,5,W,1.725,0
FO_21_P_3_1_F_6_T_.tif,21,P,3,1,F,6,T,1.098,0
FO_21_P_3_1_F_6_L_.tif,21,P,3,1,F,6,L,0.721,0
FO_21_P_3_1_F_6_L_.tif,21,P,3,1,F,6,L,0.667,0
FO_21_P_3_1_F_6_W_.tif,21,P,3,1,F,6,W,2.011,0
FO_21_P_3_1_M_7_T_.tif,21,P,3,1,M,7,T,0.923,0
FO_21_P_3_1_M_7_L_.tif,21,P,3,1,M,7,L,0.657,0
FO_21_P_3_1_M_7_L_.tif,21,P,3,1,M,7,L,0.649,0
FO_21_P_3_1_M_7_W_.tif,21,P,3,1,M,7,W,1.783,0
FO_21_P_3_1_F_8_T_.tif,21,P,3,1,F,8,T,1.02,0
FO_21_P_3_1_F_9_T_.tif,21,P,3,1,F,9,T,0.953,0
FO_21_P_3_1_F_9_L_.tif,21,P,3,1,F,9,L,0.643,0
FO_21_P_3_1_F_9_L_.tif,21,P,3,1,F,9,L,0.612,0
FO_21_P_3_1_F_9_W_.tif,21,P,3,1,F,9,W,1.773,0
FO_21_P_3_1_F_10_T_.tif,21,P,3,1,F,10,T,1.009,0
FO_21_P_3_1_F_10_L_.tif,21,P,3,1,F,10,L,0.643,0
FO_21_P_3_1_F_10_L_.tif,21,P,3,1,F,10,L,0.619,0
FO_21_P_3_1_F_10_W_.tif,21,P,3,1,F,10,W,1.787,0
FO_21_P_3_1_F_11_T_.tif,21,P,3,1,F,11,T,1.04,0
FO_21_P_3_1_F_11_L_.tif,21,P,3,1,F,11,L,0.621,0
FO_21_P_3_1_F_11_L_.tif,21,P,3,1,F,11,L,0.615,0
FO_21_P_3_1_F_11_W_.tif,21,P,3,1,F,11,W,1.769,0
FO_21_P_3_1_F_12_T_.tif,21,P,3,1,F,12,T,1.006,0
FO_21_P_3_1_F_12_L_.tif,21,P,3,1,F,12,L,0.649,0
FO_21_P_3_1_F_12_L_.tif,21,P,3,1,F,12,L,0.644,0
FO_21_P_3_1_F_12_W_.tif,21,P,3,1,F,12,W,1.795,0
FO_21_P_3_1_F_13_T_.tif,21,P,3,1,F,13,T,1.112,0
FO_21_P_3_1_F_13_L_.tif,21,P,3,1,F,13,L,0.688,0
FO_21_P_3_1_F_13_L_.tif,21,P,3,1,F,13,L,0.687,0
FO_21_P_3_1_F_13_W_.tif,21,P,3,1,F,13,W,1.973,0
FO_21_P_3_1_F_14_T_.tif,21,P,3,1,F,14,T,0.959,0
FO_21_P_3_1_F_14_L_.tif,21,P,3,1,F,14,L,0.635,0
FO_21_P_3_1_F_14_L_.tif,21,P,3,1,F,14,L,0.633,0
FO_21_P_3_1_F_14_W_.tif,21,P,3,1,F,14,W,1.896,0
FO_21_P_3_1_M_15_T_.tif,21,P,3,1,M,15,T,0.821,0
FO_21_P_3_1_M_15_L_.tif,21,P,3,1,M,15,L,0.572,0
FO_21_P_3_1_M_15_L_.tif,21,P,3,1,M,15,L,0.586,0
FO_21_P_3_1_M_15_W_.tif,21,P,3,1,M,15,W,1.61,0
FO_21_P_3_1_M_16_T_.tif,21,P,3,1,M,16,T,0.937,0
FO_21_P_3_1_M_16_L_.tif,21,P,3,1,M,16,L,0.65,0
FO_21_P_3_1_M_16_L_.tif,21,P,3,1,M,16,L,0.64,0
FO_24_P_3_5_F_10_T_.tif,24,P,3,5,F,10,T,0.905,0
FO_24_P_3_5_F_10_L_.tif,24,P,3,5,F,10,L,0.606,0
FO_24_P_3_5_F_10_L_.tif,24,P,3,5,F,10,L,0.621,0
FO_24_P_3_5_F_10_W_.tif,24,P,3,5,F,10,W,1.643,0
FO_24_P_3_3_F_7_L_.tif,24,P,3,3,F,7,L,0.649,0
FO_24_P_3_3_F_7_L_.tif,24,P,3,3,F,7,L,0.635,0
FO_24_P_3_3_F_7_W_.tif,24,P,3,3,F,7,W,1.719,0
FO_24_P_3_3_M_8_T_.tif,24,P,3,3,M,8,T,0.906,0
FO_24_P_3_3_F_9_T_.tif,24,P,3,3,F,9,T,1.036,0
FO_24_P_3_3_F_9_L_.tif,24,P,3,3,F,9,L,0.66,0
FO_24_P_3_3_F_9_L_.tif,24,P,3,3,F,9,L,0.639,0
FO_24_P_3_3_N_10_T_.tif,24,P,3,3,N,10,T,0.768,0
FO_24_P_3_3_F_11_T_.tif,24,P,3,3,F,11,T,0.855,0
FO_24_P_3_3_F_11_L_.tif,24,P,3,3,F,11,L,0.557,0
FO_24_P_3_3_F_11_L_.tif,24,P,3,3,F,11,L,0.588,0
FO_24_P_3_3_F_11_W_.tif,24,P,3,3,F,11,W,1.591,0
FO_24_P_3_3_F_12_T_.tif,24,P,3,3,F,12,T,0.896,0
FO_24_P_3_3_F_12_L_.tif,24,P,3,3,F,12,L,0.586,0
FO_24_P_3_3_F_12_L_.tif,24,P,3,3,F,12,L,0.573,0
FO_24_P_3_3_F_13_T_.tif,24,P,3,3,F,13,T,0.909,0
FO_24_P_3_3_F_13_L_.tif,24,P,3,3,F,13,L,0.644,0
FO_24_P_3_3_F_13_L_.tif,24,P,3,3,F,13,L,0.608,0
FO_24_P_3_3_F_13_W_.tif,24,P,3,3,F,13,W,1.711,0
FO_24_P_3_4_M_1_T_.tif,24,P,3,4,M,1,T,0.853,0
FO_24_P_3_4_M_1_L_.tif,24,P,3,4,M,1,L,0.629,0
FO_24_P_3_4_M_1_L_.tif,24,P,3,4,M,1,L,0.585,0
FO_24_P_3_4_M_1_W_.tif,24,P,3,4,M,1,W,1.542,0
FO_24_P_3_4_M_2_T_.tif,24,P,3,4,M,2,T,0.896,0
FO_24_P_3_4_M_2_L_.tif,24,P,3,4,M,2,L,0.585,0
FO_24_P_3_4_M_2_L_.tif,24,P,3,4,M,2,L,0.55,0
FO_24_P_3_4_M_2_W_.tif,24,P,3,4,M,2,W,1.5,0
FO_24_P_3_5_F_1_T_.tif,24,P,3,5,F,1,T,1.075,0
FO_24_P_3_5_F_1_L_.tif,24,P,3,5,F,1,L,0.698,0
FO_24_P_3_5_F_1_L_.tif,24,P,3,5,F,1,L,0.649,0
FO_24_P_3_5_F_1_W_.tif,24,P,3,5,F,1,W,1.73,0
FO_24_P_3_5_M_2_T_.tif,24,P,3,5,M,2,T,0.838,0
FO_24_P_3_5_M_2_L_.tif,24,P,3,5,M,2,L,0.584,0
FO_24_P_3_5_M_2_L_.tif,24,P,3,5,M,2,L,0.556,0
FO_24_P_3_5_M_2_W_.tif,24,P,3,5,M,2,W,1.482,0
FO_24_P_3_5_F_3_T_.tif,24,P,3,5,F,3,T,0.982,0
FO_24_P_3_5_F_3_L_.tif,24,P,3,5,F,3,L,0.656,0
FO_24_P_3_5_F_3_L_.tif,24,P,3,5,F,3,L,0.634,0
FO_24_P_3_5_F_3_W_.tif,24,P,3,5,F,3,W,1.749,0
FO_24_P_3_5_F_4_T_.tif,24,P,3,5,F,4,T,0.944,0
FO_24_P_3_5_F_4_W_.tif,24,P,3,5,F,4,W,1.679,0
FO_24_P_3_5_F_5_T_.tif,24,P,3,5,F,5,T,0.997,0
FO_24_P_3_5_F_6_T_.tif,24,P,3,5,F,6,T,1.061,0
FO_24_P_3_5_F_6_L_.tif,24,P,3,5,F,6,L,0.663,0
FO_24_P_3_5_F_6_L_.tif,24,P,3,5,F,6,L,0.671,0
FO_24_P_3_5_F_6_W_.tif,24,P,3,5,F,6,W,1.861,0
FO_24_P_3_5_F_7_T_.tif,24,P,3,5,F,7,T,0.992,0
FO_24_P_3_5_F_7_L_.tif,24,P,3,5,F,7,L,0.638,0
FO_24_P_3_5_F_7_L_.tif,24,P,3,5,F,7,L,0.618,0
FO_24_P_3_5_F_8_T_.tif,24,P,3,5,F,8,T,0.965,0
FO_24_P_3_5_F_8_L_.tif,24,P,3,5,F,8,L,0.646,0
FO_24_P_3_5_F_8_L_.tif,24,P,3,5,F,8,L,0.616,0
FO_24_P_3_5_F_8_W_.tif,24,P,3,5,F,8,W,1.739,0
FO_24_P_3_5_M_9_T_.tif,24,P,3,5,M,9,T,0.833,0
FO_24_P_3_5_M_9_L_.tif,24,P,3,5,M,9,L,0.599,0
FO_24_P_3_5_M_9_L_.tif,24,P,3,5,M,9,L,0.577,0
FO_24_P_3_5_M_9_W_.tif,24,P,3,5,M,9,W,1.499,0
FO_24_P_3_3_F_6_T_.tif,24,P,3,3,F,6,T,0.981,0
FO_24_P_3_3_F_6_L_.tif,24,P,3,3,F,6,L,0.649,0
FO_24_P_3_3_F_6_L_.tif,24,P,3,3,F,6,L,0.639,0
FO_24_P_3_3_F_6_W_.tif,24,P,3,3,F,6,W,1.801,0
FO_24_P_3_3_F_7_T_.tif,24,P,3,3,F,7,T,0.988,0
FO_24_P_3_1_M_26_L_.tif,24,P,3,1,M,26,L,0.592,0
FO_24_P_3_1_M_26_L_.tif,24,P,3,1,M,26,L,0.601,0
FO_24_P_3_1_M_26_W_.tif,24,P,3,1,M,26,W,1.507,0
FO_24_P_3_1_M_27_T_.tif,24,P,3,1,M,27,T,0.813,0
FO_24_P_3_1_M_27_L_.tif,24,P,3,1,M,27,L,0.566,0
FO_24_P_3_1_M_27_L_.tif,24,P,3,1,M,27,L,0.545,0
FO_24_P_3_1_M_27_W_.tif,24,P,3,1,M,27,W,1.457,0
FO_24_P_3_1_M_28_T_.tif,24,P,3,1,M,28,T,0.86,0
FO_24_P_3_1_M_28_L_.tif,24,P,3,1,M,28,L,0.618,0
FO_24_P_3_1_M_28_L_.tif,24,P,3,1,M,28,L,0.574,0
FO_24_P_3_1_M_28_W_.tif,24,P,3,1,M,28,W,1.48,0
FO_24_P_3_1_M_29_T_.tif,24,P,3,1,M,29,T,0.903,0
FO_24_P_3_1_M_30_T_.tif,24,P,3,1,M,30,T,0.698,0
FO_24_P_3_1_M_30_L_.tif,24,P,3,1,M,30,L,0.614,0
FO_24_P_3_1_M_30_L_.tif,24,P,3,1,M,30,L,0.592,0
FO_24_P_3_2_F_1_T_.tif,24,P,3,2,F,1,T,0.963,0
FO_24_P_3_2_F_1_L_.tif,24,P,3,2,F,1,L,0.658,0
FO_24_P_3_2_F_1_L_.tif,24,P,3,2,F,1,L,0.616,0
FO_24_P_3_2_F_1_W_.tif,24,P,3,2,F,1,W,1.766,0
FO_24_P_3_2_F_2_T_.tif,24,P,3,2,F,2,T,0.968,0
FO_24_P_3_2_F_2_W_.tif,24,P,3,2,F,2,W,1.748,0
FO_24_P_3_2_M_3_T_.tif,24,P,3,2,M,3,T,0.817,0
FO_24_P_3_2_M_3_L_.tif,24,P,3,2,M,3,L,0.595,0
